marca,modelo,precio,año,kilometros,combustible,transmision,potencia,fuente,carroceria
Toyota,,23000,2024.0,22900,Gasoil,automático,115,coches.net,furgoneta
Renault,Kangoo,16600,2020.0,174700,gasolina,DSG,75,coches.net,furgoneta
Mercedes-Benz,Sprinter,16900,2020.0,138600,Gasoil,Manual,100,coches.net,furgoneta
Hyundai,Staria,31500,2023.0,45400,Gasoil,Automática,182,coches.net,furgoneta
Ford,,22800,2022.0,51000,Diésel,Manual,155,coches.net,furgoneta
Volkswagen,Transporter,13800,2021.0,73500,GASOLINA,DSG,150,coches.net,furgoneta
Peugeot,Boxer,21100,2022.0,64500,Hybrid,AT,160,coches.net,furgoneta
Ford,Transit,31800,2024.0,19600,DIESEL,manual,170,coches.net,furgoneta
Iveco,Daily,24500,2020.0,115200,Gas Natural,M,100,coches.net,furgoneta
Mercedes-Benz,Sprinter,32400,2022.0,77200,diesel,M,120,coches.net,furgoneta
Mercedes-Benz,Sprinter,29100 €,2022.0,67600,MHEV,manual,75,coches.net,furgoneta
Toyota,Proace,51200,2023.0,45000,Electric,MANUAL,136,coches.net,furgoneta
Peugeot,Expert,22000,2023.0,32300,diesel,M,105,coches.net,furgoneta
Citroën,Berlingo,21000,2021.0,108500,Diesel,M,100,coches.net,furgoneta
Maxus,EV80,12300,2016.0,258300,EV,manual,125,coches.net,furgoneta
Volkswagen,Caddy,16600,2017.0,215500,GASOLINA,Manual,114,coches.net,furgoneta
Volkswagen,Transporter,28600,2022.0,67100,EV,Auto,,coches.net,furgoneta
Citroën,Berlingo,30200,2023.0,47500,Electrico,M,141,coches.net,furgoneta
Mercedes-Benz,Vito,25600,2021.0,88400,,manual,102,coches.net,furgoneta
Renault,Kangoo,26300,2022.0,78900,Eléctrico (BEV),M6,,coches.net,furgoneta
Citroën,Jumpy,22800,2022.0,69500,gasoil,Manual,120,coches.net,furgoneta
Peugeot,Boxer,19100,2024.0,23200,gasoil,M,140,coches.net,furgoneta
Ford,,8800,2018.0,154100,gasoil,M,130,coches.net,furgoneta
Toyota,Proace,31300,2022.0,64200,gasoil,MANUAL,155,coches.net,furgoneta
Iveco,Daily,22400,2018.0,183800,DIESEL,MANUAL,110 CV,coches.net,furgoneta
Hyundai,H350,28300,2023.0,40100,CNG,manual,131,coches.net,furgoneta
Volkswagen,Caddy,24800,2021.0,104900,EV,MANUAL,70,coches.net,furgoneta
Fiat,Doblo Cargo,11100,2019.0,138200,Gasoil,M6,110,coches.net,furgoneta
Nissan,NV400,19000,2023.0,72200,Gasoil,Automática,150,coches.net,furgoneta
Renault,Master,24400,2021.0,68800,CNG,AT,145,coches.net,furgoneta
Renault,Master,14600,2022.0,70600,GLP/Gasolina,manual,135,coches.net,furgoneta
Peugeot,Boxer,24100,2021.0,75900,GLP/Gasolina,Manual,155,coches.net,furgoneta
Opel,Vivaro,23500,2023.0,40100,MHEV,M6,100,coches.net,furgoneta
Fiat,Scudo,29000,2023.0,46500,Electric,,,coches.net,furgoneta
Ford,Transit Connect,14600,2020.0,108600,Diésel,manual,75,coches.net,furgoneta
Peugeot,Expert,31800,2023.0,61300,Gasoil,M6,100,coches.net,furgoneta
Ford,Transit,13100,2018.0,198100,gasoil,automático,155,coches.net,furgoneta
Nissan,NV200,17300,2018.0,196500,Diésel,M6,110,coches.net,furgoneta
Renault,Master,13200,2020.0,113700,Diesel,Manual,150,coches.net,furgoneta
Nissan,Primastar,12300,2015.0,380000,GASOLINA,MANUAL,119,coches.net,furgoneta
Volkswagen,Transporter,31500,2023.0,38100,diesel,Automático,97,coches.net,furgoneta
Peugeot,Boxer,10000,2018.0,196800km,Diesel,M6,130,coches.net,furgoneta
Nissan,Primastar,12600,2022.0,73300,DIESEL,MANUAL,119,coches.net,furgoneta
Peugeot,Expert,17400,2020.0,135800,Hybrid,M6,95,coches.net,furgoneta
Volkswagen,Crafter,23100,2019.0,169100,diesel,MANUAL,177,coches.net,furgoneta
Citroën,Jumpy,26200,2021.0,85800,Autogás,MANUAL,150,coches.net,furgoneta
Nissan,Primastar,17100,2022.0,52800,Diésel,,114,coches.net,furgoneta
Nissan,NV200,7800,2019.0,153700,DIESEL,M,,coches.net,furgoneta
Fiat,Doblo Cargo,26.000,2020.0,126200,diesel,manual,105 CV,coches.net,furgoneta
Renault,Trafic,21700,2020.0,128500,Diésel,MANUAL,90,coches.net,furgoneta
Citroën,Jumpy,25700 €,2022.0,71500,,MANUAL,105,coches.net,furgoneta
Ford,Transit,15800,2016.0,233700,DIESEL,AT,105,coches.net,furgoneta
Mercedes-Benz,Citan,29900,2020.0,122200,DIESEL,manual,110,coches.net,furgoneta
Iveco,Daily,27400,2020.0,133800,DIESEL,Manual,130,coches.net,furgoneta
Volkswagen,Crafter,24800,2022.0,78400,gasoil,MANUAL,97,coches.net,furgoneta
Iveco,Daily,32700,2024.0,18500,gasoil,M6,110 CV,coches.net,furgoneta
Iveco,Daily,23800,2021.0,109200,Diésel,M,130,coches.net,furgoneta
Renault,Trafic,22500,2022.0,46400,Hibrido,Manual,150,coches.net,furgoneta
Volkswagen,Transporter,18200,2020.0,,gasoil,MANUAL,102,coches.net,furgoneta
Mercedes-Benz,Citan,29900 €,2021.0,86300,GLP,M6,130,coches.net,furgoneta
Volkswagen,Caddy,21900,2022.0,58100,,MANUAL,102,coches.net,furgoneta
Ford,Transit Connect,20300,2020.0,109300,gasoil,Auto,120,coches.net,furgoneta
Citroën,Jumper,15500,2023.0,41300,Diesel,M,130 CV,coches.net,furgoneta
Opel,Combo,23600,2023.0,47300,MHEV,Manual,100,coches.net,furgoneta
Ford,Transit Connect,17200,2021.0,74700,MHEV,Automática,105,coches.net,furgoneta
Opel,Combo,23100,2023.0,37600,gasoil,MANUAL,100,coches.net,furgoneta
Mercedes-Benz,Vito,42700,2023.0,39200,diesel,M,140,coches.net,furgoneta
Iveco,Daily,24800,2024.0,21200,GASOLINA,Manual,110,coches.net,furgoneta
Renault,Kangoo,22900,2021.0,91100,Diesel,M6,75,coches.net,furgoneta
Renault,Kangoo,19500,2021.0,101300,GASOLINA,M6,75,coches.net,furgoneta
Renault,Kangoo,13100,2021.0,72600,Electric,MANUAL,90,coches.net,furgoneta
Iveco,Daily,11400,2015.0,278600,Gasoil,Automático,75,coches.net,furgoneta
Citroën,Jumper,20600,2024.0,19600,Diesel,AT,130,coches.net,furgoneta
Renault,Kangoo,20500,2019.0,167400,gasoil,M6,100,coches.net,furgoneta
Peugeot,Expert,16100,17.0,148200,Gasoil,AT,150,coches.net,furgoneta
Citroën,Berlingo,17600,2018.0,216700,Eléctrico,M6,131,coches.net,furgoneta
Renault,Trafic,11900,2023.0,51700,Híbrido,MANUAL,120,coches.net,furgoneta
Hyundai,Staria,11000,2023.0,47700,diesel,Manual,177,coches.net,furgoneta
Peugeot,Partner,35500,2020.0,145200,,Auto,141,coches.net,furgoneta
Iveco,Daily,23200,2024.0,17400,CNG,MANUAL,75,coches.net,furgoneta
Renault,Master,21800,2023.0,40500,Gasoil,Automático,145,coches.net,furgoneta
Maxus,Deliver 9,26400,2024.0,26100,EV,MANUAL,120,coches.net,furgoneta
Renault,Trafic,7500,15.0,281700,GASOLINA,MANUAL,150,coches.net,furgoneta
Iveco,Daily,29800,2024.0,19600,Diésel,MANUAL,120,coches.net,furgoneta
Mercedes-Benz,Sprinter,30700,2023.0,43600,Electrico,Manual,102,coches.net,furgoneta
Opel,Movano,18500,2020.0,180000,Diesel,Automático,145,coches.net,furgoneta
Citroën,Jumpy,23700 €,2021.0,110500,diesel,Manual,150,coches.net,furgoneta
Volkswagen,Caddy,10600,2021.0,99000,Diesel,M,102,coches.net,furgoneta
Renault,Master,,2022.0,69800,DIESEL,M,180,coches.net,furgoneta
Citroën,Jumpy,23600,2021.0,125900,MHEV,M,150,coches.net,furgoneta
Volkswagen,Transporter,18600,2019.0,112000,Diesel,M,105,coches.net,furgoneta
,Master,27300,2023.0,48300,Diésel,Auto,185,coches.net,furgoneta
Volkswagen,Crafter,18500,2016.0,231700 km,DIESEL,M,102,coches.net,furgoneta
Mercedes-Benz,Sprinter,13100,2020.0,134300,gasolina,automático,102,coches.net,furgoneta
Volkswagen,Transporter,31000,2020.0,132600,Hibrido,AT,110,coches.net,furgoneta
Citroën,Jumper,12500,2018.0,200600,Gasolina,M6,130,coches.net,furgoneta
Renault,Trafic,25200,2024.0,13600,gasoil,M6,155,coches.net,furgoneta
Renault,Trafic,7500,2016.0,241500,Gasoil,M,120,coches.net,furgoneta
Iveco,Daily,23800,2021.0,97800,Diésel,Manual,75,coches.net,furgoneta
Fiat,Doblo Cargo,22300,2022.0,65300,Diesel,MANUAL,105,coches.net,furgoneta
Nissan,NV200,16900,2019.0,199700,DIESEL,Manual,110,coches.net,furgoneta
Fiat,Ducato,28400,2023.0,36700,Gasoil,M6,160,coches.net,furgoneta
Iveco,Daily,26400,2022.0,69500,diesel,M6,102,coches.net,furgoneta
Opel,Movano,19000,2021.0,84500,Gasoil,DSG,140,coches.net,furgoneta
Toyota,Proace,42700,2024.0,21000,EV,MANUAL,131,coches.net,furgoneta
Citroën,Berlingo,,2020.0,132200,Eléctrico,Manual,136,coches.net,furgoneta
Ford,Transit Connect,26500,2021.0,89600 km,DIESEL,Manual,120,coches.net,furgoneta
Renault,Trafic,13300,2019.0,191700,Diésel,M,120,coches.net,furgoneta
MAN,TGE,51100,2024.0,16400,Electrico,M6,140,coches.net,furgoneta
Mercedes-Benz,Vito,27200,2022.0,65900,Diesel,Automática,150,coches.net,furgoneta
Peugeot,Boxer,27300,2024.0,20900,gasolina,M,130,coches.net,furgoneta
Peugeot,Partner,23000,2021.0,134600,EV,Manual,131,coches.net,furgoneta
Citroën,Jumper,11700,2017.0,211800,Gasolina,manual,135,coches.net,furgoneta
Nissan,Primastar,24600,2022.0,52800,gasoil,MANUAL,119,coches.net,furgoneta
Toyota,Proace City,40000,2021.0,94600,Electrico,DSG,100CV,coches.net,furgoneta
Fiat,Doblo Cargo,25500,2023.0,54000,diesel,manual,85,coches.net,furgoneta
Citroën,Jumpy,31600,2023.0,46100,Diesel,manual,105,coches.net,furgoneta
Volkswagen,Transporter,22700,2022.0,76000,GASOLINA,M,97,coches.net,furgoneta
Opel,Movano,22000,2021.0,104200 km,DIESEL,Auto,145,coches.net,furgoneta
Volkswagen,Crafter,"32700,00",2020.0,144400,diesel,manual,102,coches.net,furgoneta
MAN,TGE,31400,2024.0,24700,DIESEL,M,135,coches.net,furgoneta
Mercedes-Benz,Vito,30900,2020.0,129900,Diesel,MANUAL,100,coches.net,furgoneta
Renault,Trafic,19200,19.0,190000,Diésel,M,150,coches.net,furgoneta
Fiat,Scudo,28700,2024.0,19900,DIESEL,manual,150,coches.net,furgoneta
Peugeot,Boxer,26800 €,2022.0,85500,Gasoil,automático,140,coches.net,furgoneta
Fiat,Doblo Cargo,12700,2016.0,221100,DIESEL,manual,,coches.net,furgoneta
Renault,Kangoo,24000,2023.0,26300,gasoil,M,95,coches.net,furgoneta
Renault,Kangoo,24900,2023.0,55600,diesel,M,100,coches.net,furgoneta
Mercedes-Benz,Sprinter,27900,2021.0,97100,Diesel,AT,75,coches.net,furgoneta
Mercedes-Benz,Vito,24100,2023.0,54600,diesel,M,140,coches.net,furgoneta
MAN,TGE,31100,2022.0,91900,MHEV,M6,102,coches.net,furgoneta
Peugeot,Boxer,16900,2022.0,34800,gasoil,Manual,125,coches.net,furgoneta
Opel,Movano,11700,2016.0,147500,diesel,manual,105,coches.net,furgoneta
Renault,Kangoo,22300,2022.0,52300,gasolina,M6,95,coches.net,furgoneta
Opel,Vivaro,22900,2020.0,105000,Gasoil,manual,95,coches.net,furgoneta
Renault,Master,14800,2023.0,54700,DIESEL,M6,180,coches.net,furgoneta
Toyota,Proace City,20300,2018.0,205400,GASOLINA,Manual,110,coches.net,furgoneta
Ford,Transit,35300,2023.0,49200,Electrico,manual,105,coches.net,furgoneta
Mercedes-Benz,Citan,38700,2021.0,108600,Gasoil,Auto,100 CV,coches.net,furgoneta
Iveco,Daily,20600,2021.0,94200,,AT,75,coches.net,furgoneta
Renault,Kangoo,27800,2024.0,9600,MHEV,M6,90,coches.net,furgoneta
Peugeot,Partner,33500,2024.0,11700,GASOLINA,Manual,105,coches.net,furgoneta
Ford,Transit,24200,2021.0,91300,EV,M6,125,coches.net,furgoneta
Mercedes-Benz,Vito,28500,2021.0,101600,Diésel,Auto,75,coches.net,furgoneta
Opel,Combo,21500,2022.0,79800,Diésel,Automático,110,coches.net,furgoneta
Peugeot,Boxer,13900,2022.0,50100,Híbrido,,130,coches.net,furgoneta
Peugeot,Expert,30400,2023.0,53400km,Hibrido,manual,145,coches.net,furgoneta
Peugeot,Expert,11800,2016.0,210200,Diésel,manual,120,coches.net,furgoneta
Hyundai,H350,26800,2023.0,49200,Gasoil,M6,136,coches.net,furgoneta
Renault,Kangoo,17200,2021.0,90500,Hybrid,AT,100,coches.net,furgoneta
Peugeot,Boxer,20500,,,Diesel,M6,145,coches.net,furgoneta
MAN,TGE,31100,2022.0,40400,Gasoil,manual,97,coches.net,furgoneta
Volkswagen,Caddy,22000,2020.0,131300,diesel,M6,102,coches.net,furgoneta
Ford,Transit Connect,22200,2022.0,70500,Gasolina,Manual,100,coches.net,furgoneta
Mercedes-Benz,Vito,27100,2019.0,212800,DIESEL,M,120,coches.net,furgoneta
Ford,Transit Courier,33800,2024.0,25400,GASOLINA,Manual,100,coches.net,furgoneta
Citroën,Jumper,12500,,,Diésel,MANUAL,155,coches.net,furgoneta
Toyota,Proace City,22900,2021.0,116400,Gasolina,manual,110,coches.net,furgoneta
Mercedes-Benz,Sprinter,37600,2023.0,33500,Híbrido,M6,120,coches.net,furgoneta
Ford,Transit Courier,32500,2024.0,19200,gasolina,MANUAL,95,coches.net,furgoneta
Ford,Transit Courier,15200,2020.0,157000,diesel,M6,75,coches.net,furgoneta
Peugeot,Expert,24600,2024.0,28000,Diesel,M,105,coches.net,furgoneta
Renault,Trafic,25200 €,2020.0,167600 km,EV,,90,coches.net,furgoneta
Peugeot,Partner,14400,2023.0,,Gasolina,M,110,coches.net,furgoneta
Mercedes-Benz,Citan,29700,2023.0,42000,Diésel,Auto,90,coches.net,furgoneta
Citroën,Berlingo,17700,2022.0,63400,GASOLINA,automático,110,coches.net,furgoneta
Renault,Kangoo,23900,2023.0,51300,Diesel,M6,95,coches.net,furgoneta
Peugeot,Boxer,11800,2016.0,316600,MHEV,,165,coches.net,furgoneta
Volkswagen,Transporter,21100,2022.0,,Diésel,M6,204,coches.net,furgoneta
Citroën,Jumper,11600,2015.0,293300,gasoil,,140,coches.net,furgoneta
Fiat,Doblo Cargo,17700,2020.0,72600,Autogás,M,105,coches.net,furgoneta
Citroën,Jumpy,20200,2024.0,22300,GASOLINA,M,125,coches.net,furgoneta
MAN,TGE,28900,2021.0,74600,DIESEL,M,140,coches.net,furgoneta
Citroën,Berlingo,16700,2023.0,47700,gasolina,M,110,coches.net,furgoneta
Toyota,Proace City,19000,2019.0,147700,DIESEL,Manual,110,coches.net,furgoneta
Volkswagen,Crafter,14800,2020.0,142200,diesel,M,97,coches.net,furgoneta
Renault,Trafic,15400,2022.0,77700,diesel,manual,150,coches.net,furgoneta
Renault,Trafic,16500,2021.0,95100,Gas Natural,M,150,coches.net,furgoneta
Ford,Transit Connect,25800,2023.0,55500,Gasoil,AT,95,coches.net,furgoneta
Volkswagen,Caddy,23800,2023.0,46500,Gasoil,manual,107,coches.net,furgoneta
Fiat,Scudo,8200,2015.0,288100,CNG,Manual,120,coches.net,furgoneta
Maxus,Deliver 9,30500,2024.0,26800,Gasoil,,150,coches.net,furgoneta
Nissan,NV300,18700,2022.0,90700,diesel,M6,120,coches.net,furgoneta
Renault,Kangoo,27600,2021.0,73300 km,Diésel,M,95,coches.net,furgoneta
Ford,Transit,23900,2019.0,215900 km,Electrico,AT,135,coches.net,furgoneta
Hyundai,H350,30500,2024.0,19800,gasoil,Manual,170,coches.net,furgoneta
Ford,Transit,23800,2021.0,86600,MHEV,MANUAL,130,coches.net,furgoneta
Peugeot,Partner,24000,2023.0,55200,Diésel,M6,100,coches.net,furgoneta
Renault,Master,27400,2024.0,21900,Eléctrico (BEV),manual,130,coches.net,furgoneta
Fiat,Doblo Cargo,27000,2023.0,44400,DIESEL,automático,90,coches.net,furgoneta
Peugeot,Expert,17400 €,2017.0,217200,diesel,manual,150,coches.net,furgoneta
Renault,Master,22900,2023.0,41100km,Gasoil,MANUAL,135,coches.net,furgoneta
Mercedes-Benz,Vito,21700,2021.0,105200,Diesel,M6,150,coches.net,furgoneta
Mercedes-Benz,Citan,29800,2022.0,80400,Electrico,M,110,coches.net,furgoneta
Ford,Transit,15000,2019.0,160000,DIESEL,M6,105,coches.net,furgoneta
Volkswagen,Crafter,31200,2023.0,35100,,M,102 CV,coches.net,furgoneta
Citroën,Jumper,11500,2016.0,296300,DIESEL,Automática,140,coches.net,furgoneta
Renault,Trafic,25100,,,diesel,MANUAL,120,coches.net,furgoneta
Citroën,Jumper,22800,2020.0,123500,diesel,Manual,140,coches.net,furgoneta
Ford,Transit Connect,22300,2016.0,174600,gasoil,M6,105,coches.net,furgoneta
MAN,TGE,20600,2019.0,141600,Diésel,M,135,coches.net,furgoneta
Volkswagen,Transporter,21600,2022.0,88700,gasoil,manual,105,coches.net,furgoneta
Mercedes-Benz,Sprinter,30200,2023.0,44100,GLP/Gasolina,MANUAL,110 CV,coches.net,furgoneta
MAN,TGE,25900,2023.0,39900,Diésel,Manual,102,coches.net,furgoneta
Citroën,Jumper,14700,2017.0,300000,Diésel,manual,160,coches.net,furgoneta
Renault,Kangoo,18900,2023.0,52900km,Diesel,Manual,100,coches.net,furgoneta
Maxus,EV80,35900,2024.0,24600,Eléctrico (BEV),MANUAL,115,coches.net,furgoneta
Fiat,Ducato,12300,2018.0,150400,Diésel,M6,130,coches.net,furgoneta
Citroën,Jumper,11000,2018.0,198200,Eléctrico (BEV),M,140,coches.net,furgoneta
Hyundai,Staria,29600,2023.0,51100,MHEV,M,177,coches.net,furgoneta
Iveco,Daily,22000,2022.0,84800,gasoil,M,120,coches.net,furgoneta
Volkswagen,Transporter,27200,2021.0,73600,Diésel,M6,209,coches.net,furgoneta
Renault,Trafic,16700,2020.0,108300,DIESEL,M,150,coches.net,furgoneta
Opel,Combo,18400,2021.0,88800,diesel,MANUAL,100,coches.net,furgoneta
Nissan,NV400,21500,2022.0,64900,diesel,Manual,145,coches.net,furgoneta
Volkswagen,Transporter,17400,2016.0,226800,DIESEL,M6,199,coches.net,furgoneta
Toyota,Proace,10900,2020.0,91300,Gasoil,manual,145,coches.net,furgoneta
Renault,Master,,2018.0,156400,gasoil,M,110,coches.net,furgoneta
Peugeot,Expert,25700,2022.0,58800,Híbrido,Automática,150,coches.net,furgoneta
Hyundai,H350,7600,2017.0,276000,GNC,Manual,141,coches.net,furgoneta
Nissan,NV400,27200,2022.0,80800,gasoil,manual,140,coches.net,furgoneta
Volkswagen,Transporter,30000,2022.0,81600,GASOLINA,M,150,coches.net,furgoneta
Ford,Transit,27400 €,2023.0,34400,Diésel,manual,130,coches.net,furgoneta
Nissan,Primastar,"13100,00",2020.0,116200 km,Gasoil,M6,119,coches.net,furgoneta
Mercedes-Benz,Citan,"30600,00",2024.0,12700,MHEV,M6,75,coches.net,furgoneta
Fiat,Ducato,23000,2021.0,143200,Hibrido,M,155,coches.net,furgoneta
Ford,Transit Courier,"12700,00",2020.0,112200,GASOLINA,automático,95,coches.net,furgoneta
Iveco,Daily,25000,2022.0,59500 km,Diésel,Manual,102,coches.net,furgoneta
Opel,Movano,22400,2023.0,40000,Diésel,Manual,150,coches.net,furgoneta
Opel,Vivaro,"25700,00",2021.0,90000,Eléctrico (BEV),Manual,100,coches.net,furgoneta
Mercedes-Benz,Vito,11800,2018.0,175900,Diésel,AT,100,coches.net,furgoneta
Citroën,Berlingo,24200,2023.0,62200,Electric,M6,100,coches.net,furgoneta
Renault,Master,26900,2021.0,90500,Eléctrico,M6,185,coches.net,furgoneta
Fiat,Ducato,11200,2017.0,210800,Gasoil,MANUAL,130,coches.net,furgoneta
Ford,Transit Connect,23700,2021.0,82200,gasoil,manual,120,coches.net,furgoneta
Citroën,Jumper,32000,2024.0,8900,Hybrid,MANUAL,140,coches.net,furgoneta
Opel,Combo,17300,2021.0,120700,Diésel,Manual,100,coches.net,furgoneta
Peugeot,Expert,20000,2023.0,53600,gasoil,MANUAL,100,coches.net,furgoneta
Citroën,Jumpy,27400,2023.0,37700,EV,M6,150,coches.net,furgoneta
Peugeot,Expert,19500,2020.0,146400,gasoil,Automático,95,coches.net,furgoneta
Renault,Kangoo,22200,2019.0,187300,DIESEL,manual,95,coches.net,furgoneta
Renault,Trafic,28500,2024.0,21200,Diésel,M,120,coches.net,furgoneta
Opel,Movano,21600,,,Diésel,Manual,145,coches.net,furgoneta
Peugeot,Expert,,2024.0,22200,Diésel,Manual,100,coches.net,furgoneta
Fiat,Scudo,27400,2024.0,27000,DIESEL,automático,145,coches.net,furgoneta
Peugeot,Boxer,36600,2024.0,,DIESEL,automático,,coches.net,furgoneta
Hyundai,H350,19400,2021.0,106500,Diesel,MANUAL,175,coches.net,furgoneta
Mercedes-Benz,Vito,27900,2019.0,146600,EV,M6,130,coches.net,furgoneta
Nissan,NV200,13300,2019.0,204900,Autogás,MANUAL,110 CV,coches.net,furgoneta
Mercedes-Benz,Sprinter,26100,2018.0,148700,Gasoil,MANUAL,150,coches.net,furgoneta
Citroën,Jumpy,13000,2022.0,68800,Gasoil,MANUAL,120,coches.net,furgoneta
Peugeot,Boxer,16100,2021.0,94200,diesel,MANUAL,140,coches.net,furgoneta
Opel,Vivaro,26500,2022.0,53800,gasolina,M6,95,coches.net,furgoneta
Volkswagen,Caddy,28600,2023.0,,gasoil,Automático,102,coches.net,furgoneta
Ford,Transit Courier,7500,2017.0,211700,diesel,MANUAL,75,coches.net,furgoneta
Hyundai,H350,34900,2024.0,33600,Gasolina,MANUAL,136,coches.net,furgoneta
Renault,Kangoo,32400,2024.0,24200,gasoil,AT,100,coches.net,furgoneta
Citroën,Jumper,32600,2023.0,40700,Electric,manual,155,coches.net,furgoneta
Toyota,Proace City,33500,2023.0,41700,diesel,Manual,110,coches.net,furgoneta
Peugeot,Expert,16500,2022.0,50100,Gasoil,M,,coches.net,furgoneta
Volkswagen,Transporter,30800,2021.0,61900,Hybrid,M6,110,coches.net,furgoneta
Iveco,Daily,30000,2024.0,15000,DIESEL,manual,140 CV,coches.net,furgoneta
Toyota,Proace City,24300,2022.0,78000,gasoil,MANUAL,105,coches.net,furgoneta
Toyota,Proace,25800,2023.0,47900,diesel,Automático,145,coches.net,furgoneta
Mercedes-Benz,Vito,13500,2020.0,95500,Autogás,Manual,130,coches.net,furgoneta
Volkswagen,Crafter,25600,2023.0,54500,Diesel,Manual,145,coches.net,furgoneta
Peugeot,Boxer,20900 €,2024.0,24500,Diésel,M6,160,coches.net,furgoneta
Peugeot,Boxer,7500,2021.0,103700,Electrico,M6,160,coches.net,furgoneta
Renault,Trafic,14600,2018.0,148800,DIESEL,Manual,95,coches.net,furgoneta
Volkswagen,Caddy,27900,2024.0,21500,Gasolina,manual,80CV,coches.net,furgoneta
Renault,Trafic,29600,2022.0,80500,Hibrido,M6,120,coches.net,furgoneta
Opel,Combo,18800 €,2020.0,110400,Gasoil,Manual,100,coches.net,furgoneta
Opel,Movano,13100,2017.0,,GLP/Gasolina,Automático,,coches.net,furgoneta
Fiat,Ducato,25200,2022.0,94300,EV,MANUAL,127,coches.net,furgoneta
Nissan,NV400,17500,2016.0,223700,Eléctrico,manual,110,coches.net,furgoneta
Ford,Transit,23600,2021.0,121400,diesel,M,170,coches.net,furgoneta
Toyota,Proace City,19600,2020.0,77100,Híbrido,MANUAL,110,coches.net,furgoneta
Iveco,Daily,31900,2022.0,94700,Diésel,DSG,75,coches.net,furgoneta
Mercedes-Benz,Citan,29500,2021.0,76300,DIESEL,manual,102,coches.net,furgoneta
Citroën,Berlingo,13900,2021.0,89100,Diesel,Manual,105,coches.net,furgoneta
MAN,TGE,24500,2021.0,102600 km,Hybrid,MANUAL,102,coches.net,furgoneta
Iveco,Daily,25400 €,2017.0,203900,Diésel,MANUAL,130,coches.net,furgoneta
Ford,Transit Connect,18700,2022.0,67900,Diesel,Manual,100,coches.net,furgoneta
Ford,Transit Connect,7500,2016.0,296000,gasoil,M6,105,coches.net,furgoneta
MAN,TGE,35400,2023.0,36000,Diésel,MANUAL,97,coches.net,furgoneta
Opel,Combo,15800,2018.0,219400,Hibrido,MANUAL,95,coches.net,furgoneta
Volkswagen,Caddy,24800,2023.0,54400,DIESEL,manual,75,coches.net,furgoneta
Ford,Transit Connect,23500,2021.0,113600,Diesel,M,80,coches.net,furgoneta
Citroën,Jumper,18200,2022.0,63800,DIESEL,M,125,coches.net,furgoneta
Peugeot,Partner,17500,2019.0,197400,Gasolina,M6,110,coches.net,furgoneta
Mercedes-Benz,Sprinter,33300,2023.0,55700,Híbrido,manual,102,coches.net,furgoneta
Peugeot,Expert,15100,2019.0,99700,diesel,M,150,coches.net,furgoneta
Ford,Transit Connect,25700,2023.0,46100,Gasoil,MANUAL,75,coches.net,furgoneta
Citroën,Jumpy,30100,2024.0,27900,gasoil,Automático,105,coches.net,furgoneta
Mercedes-Benz,Vito,29600,2021.0,95300,gasoil,M6,110,coches.net,furgoneta
Renault,Trafic,26400,2022.0,70600,Gasoil,manual,90,coches.net,furgoneta
MAN,TGE,33400,2021.0,74100,Diésel,Manual,102,coches.net,furgoneta
Volkswagen,Crafter,28100,2022.0,59700,GNC,Manual,102,coches.net,furgoneta
Mercedes-Benz,Citan,36400,2023.0,27800,diesel,M,120,coches.net,furgoneta
Opel,Movano,17300,2020.0,147000,Diésel,manual,140CV,coches.net,furgoneta
Fiat,Ducato,24700,2022.0,87600,Diésel,Manual,122,coches.net,furgoneta
Ford,Transit,31900,2020.0,90600,Híbrido,M6,170,coches.net,furgoneta
Citroën,Jumpy,19800,2023.0,58100 km,Gasoil,MANUAL,115,coches.net,furgoneta
Mercedes-Benz,Citan,16100,2017.0,257900,MHEV,,100,coches.net,furgoneta
Ford,Transit Connect,33500,2023.0,51500,Diésel,Automática,75,coches.net,furgoneta
Fiat,Doblo Cargo,14200,2019.0,132800,Hibrido,MANUAL,105,coches.net,furgoneta
Fiat,Doblo Cargo,28500,2024.0,15200,Diesel,Manual,110,coches.net,furgoneta
Citroën,Jumper,20200,2021.0,105900,Diésel,M,160,coches.net,furgoneta
Toyota,Proace,20500,2022.0,63300,gasoil,M6,115,coches.net,furgoneta
Volkswagen,Crafter,25000,2022.0,77200km,Diesel,manual,177,coches.net,furgoneta
Mercedes-Benz,Vito,28500,2023.0,64400,diesel,M,100,coches.net,furgoneta
Volkswagen,Crafter,15700,2017.0,240300,diesel,M,145,coches.net,furgoneta
Volkswagen,Transporter,16100,2019.0,141100,gasoil,MANUAL,110,coches.net,furgoneta
Peugeot,Expert,20600,23.0,66500,DIESEL,Auto,150,coches.net,furgoneta
Mercedes-Benz,Sprinter,45400,,,diesel,M,102,coches.net,furgoneta
Mercedes-Benz,Citan,33500,,,Diesel,manual,100,coches.net,furgoneta
Renault,Trafic,19800,23.0,45300,Diesel,Auto,90,coches.net,furgoneta
Fiat,Scudo,21800,2024.0,27400,Diesel,Automático,120,coches.net,furgoneta
MAN,TGE,45800,2024.0,21400,Eléctrico,M6,135,coches.net,furgoneta
Volkswagen,Caddy,19200,2018.0,179400,Eléctrico,M,75,coches.net,furgoneta
Citroën,Jumper,9200,2020.0,60000,gasoil,M,160,coches.net,furgoneta
Mercedes-Benz,Citan,12700,2016.0,322100,GASOLINA,manual,102,coches.net,furgoneta
