marca,modelo,precio,año,kilometros,combustible,transmision,potencia,fuente,carroceria
citroën,jumpy,29600.0,2023,36900.0,gas,manual,150,coches.net,furgoneta
peugeot,partner,20200.0,2019,136400.0,diesel,automatica,100,coches.net,furgoneta
volkswagen,caddy,17200.0,2018,208700.0,diesel,manual,107,coches.net,furgoneta
hyundai,h350,23800.0,2024,19700.0,diesel,manual,131,coches.net,furgoneta
volkswagen,transporter,32000.0,2020,120200.0,gasolina,manual,145,coches.net,furgoneta
volkswagen,transporter,30800.0,2019,121800.0,diesel,automatica,209,coches.net,furgoneta
iveco,daily,20800.0,2023,44000.0,diesel,manual,140,coches.net,furgoneta
fiat,scudo,26600.0,2024,13600.0,hibrido,manual,115,coches.net,furgoneta
ford,transit,38600.0,2024,27400.0,diesel,manual,155,coches.net,furgoneta
peugeot,boxer,18600.0,2022,89600.0,diesel,manual,160,coches.net,furgoneta
ford,transit connect,14000.0,2022,83400.0,diesel,automatica,120,coches.net,furgoneta
opel,vivaro,16900.0,2020,92900.0,gasolina,manual,120,coches.net,furgoneta
hyundai,staria,26400.0,2023,37000.0,diesel,manual,172,coches.net,furgoneta
ford,transit courier,12300.0,2020,140400.0,diesel,automatica,70,coches.net,furgoneta
renault,kangoo,12900.0,2021,89300.0,diesel,automatica,95,coches.net,furgoneta
toyota,proace city,27200.0,2022,99800.0,diesel,manual,95,coches.net,furgoneta
iveco,daily,26800.0,2022,73600.0,diesel,manual,120,coches.net,furgoneta
opel,combo,24500.0,2021,86400.0,gasolina,manual,110,coches.net,furgoneta
nissan,nv400,21900.0,2023,35100.0,diesel,automatica,110,coches.net,furgoneta
volkswagen,transporter,23500.0,2022,70800.0,gas,automatica,105,coches.net,furgoneta
volkswagen,caddy,30600.0,2024,17900.0,diesel,manual,102,coches.net,furgoneta
fiat,ducato,19300.0,2020,130700.0,diesel,automatica,160,coches.net,furgoneta
peugeot,partner,22600.0,2023,43300.0,gasolina,manual,110,coches.net,furgoneta
mercedes-benz,citan,19400.0,2020,108500.0,diesel,manual,90,coches.net,furgoneta
citroën,jumpy,8000.0,2017,239000.0,diesel,manual,100,coches.net,furgoneta
iveco,daily,25600.0,2019,162600.0,hibrido,manual,110,coches.net,furgoneta
ford,transit connect,41200.0,2024,19400.0,electrico,manual,100,coches.net,furgoneta
volkswagen,caddy,27400.0,2023,37800.0,diesel,manual,75,coches.net,furgoneta
volkswagen,transporter,12900.0,2019,185800.0,hibrido,manual,110,coches.net,furgoneta
peugeot,boxer,27100.0,2023,49500.0,diesel,manual,160,coches.net,furgoneta
volkswagen,caddy,24900.0,2020,158600.0,electrico,manual,75,coches.net,furgoneta
citroën,jumper,24500.0,2022,66300.0,diesel,automatica,130,coches.net,furgoneta
ford,transit courier,22400.0,2023,56200.0,diesel,manual,80,coches.net,furgoneta
renault,kangoo,28800.0,2023,66300.0,diesel,manual,80,coches.net,furgoneta
nissan,nv200,29900.0,2024,17300.0,diesel,automatica,110,coches.net,furgoneta
ford,transit,29600.0,2024,15100.0,diesel,manual,130,coches.net,furgoneta
renault,master,30700.0,2023,53100.0,diesel,manual,140,coches.net,furgoneta
volkswagen,crafter,29300.0,2024,11100.0,diesel,manual,182,coches.net,furgoneta
fiat,scudo,25500.0,2020,117500.0,gasolina,manual,140,coches.net,furgoneta
peugeot,boxer,12700.0,2018,99100.0,gas,manual,130,coches.net,furgoneta
nissan,primastar,26200.0,2022,63000.0,diesel,manual,114,coches.net,furgoneta
ford,transit connect,19300.0,2018,170900.0,hibrido,manual,70,coches.net,furgoneta
fiat,doblo cargo,14800.0,2022,57100.0,diesel,manual,95,coches.net,furgoneta
opel,combo,29000.0,2023,40300.0,diesel,manual,105,coches.net,furgoneta
citroën,berlingo,28700.0,2023,46100.0,electrico,manual,136,coches.net,furgoneta
volkswagen,crafter,29400.0,2020,139400.0,diesel,manual,140,coches.net,furgoneta
nissan,nv400,15700.0,2023,34900.0,diesel,manual,105,coches.net,furgoneta
volkswagen,caddy,1080000.0,2020,125400.0,diesel,manual,75,coches.net,furgoneta
citroën,berlingo,7500.0,2016,157300.0,gasolina,manual,115,coches.net,furgoneta
renault,master,22200.0,2020,158100.0,diesel,manual,180,coches.net,furgoneta
volkswagen,transporter,31800.0,2021,141100.0,diesel,manual,105,coches.net,furgoneta
mercedes-benz,citan,25900.0,2020,110100.0,gasolina,manual,110,coches.net,furgoneta
nissan,primastar,24000.0,2023,41600.0,diesel,automatica,114,coches.net,furgoneta
volkswagen,caddy,21300.0,2021,96200.0,gas,manual,102,coches.net,furgoneta
hyundai,h350,23600.0,2022,71300.0,gasolina,automatica,141,coches.net,furgoneta
ford,transit connect,27700.0,2024,21100.0,hibrido,manual,75,coches.net,furgoneta
nissan,nv200,21800.0,2024,23400.0,diesel,manual,85,coches.net,furgoneta
volkswagen,crafter,10200.0,2017,215300.0,diesel,automatica,177,coches.net,furgoneta
nissan,nv400,20800.0,2022,64100.0,hibrido,automatica,145,coches.net,furgoneta
mercedes-benz,sprinter,40300.0,2024,25400.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,sprinter,25400.0,2022,85000.0,diesel,manual,120,coches.net,furgoneta
citroën,jumper,19800.0,2020,101700.0,diesel,automatica,160,coches.net,furgoneta
man,tge,10700.0,2017,251400.0,diesel,manual,145,coches.net,furgoneta
citroën,jumper,22200.0,2021,99500.0,diesel,manual,140,coches.net,furgoneta
fiat,doblo cargo,17300.0,2020,115200.0,hibrido,manual,100,coches.net,furgoneta
volkswagen,crafter,16900.0,2020,160500.0,diesel,manual,102,coches.net,furgoneta
mercedes-benz,vito,18200.0,2018,217300.0,diesel,manual,140,coches.net,furgoneta
iveco,daily,19200.0,2023,56900.0,diesel,manual,140,coches.net,furgoneta
renault,trafic,27200.0,2023,41900.0,diesel,manual,150,coches.net,furgoneta
mercedes-benz,sprinter,20500.0,2017,173500.0,diesel,manual,102,coches.net,furgoneta
ford,transit courier,28000.0,2019,176300.0,electrico,manual,80,coches.net,furgoneta
ford,transit,14600.0,2016,228200.0,diesel,automatica,105,coches.net,furgoneta
toyota,proace,21100.0,2021,98200.0,diesel,automatica,120,coches.net,furgoneta
opel,vivaro,16900.0,2023,42100.0,diesel,manual,105,coches.net,furgoneta
fiat,doblo cargo,13300.0,2019,186000.0,diesel,manual,105,coches.net,furgoneta
nissan,primastar,28000.0,2024,32400.0,hibrido,manual,109,coches.net,furgoneta
ford,transit connect,16300.0,2020,152400.0,diesel,manual,120,coches.net,furgoneta
opel,vivaro,11100.0,2019,141400.0,electrico,manual,115,coches.net,furgoneta
hyundai,h350,12300.0,2021,95100.0,diesel,manual,170,coches.net,furgoneta
hyundai,h350,26400.0,2023,49800.0,diesel,automatica,170,coches.net,furgoneta
hyundai,staria,20500.0,2022,66600.0,gas,manual,177,coches.net,furgoneta
ford,transit,19700.0,2021,102600.0,diesel,manual,130,coches.net,furgoneta
peugeot,expert,26300.0,2022,69900.0,hibrido,automatica,100,coches.net,furgoneta
peugeot,expert,29400.0,2024,19600.0,diesel,manual,145,coches.net,furgoneta
ford,transit,11000.0,2019,157300.0,diesel,manual,125,coches.net,furgoneta
mercedes-benz,sprinter,17700.0,2019,169400.0,hibrido,manual,150,coches.net,furgoneta
renault,trafic,22900.0,2023,46600.0,diesel,manual,150,coches.net,furgoneta
peugeot,boxer,10300.0,2021,105000.0,hibrido,manual,140,coches.net,furgoneta
maxus,ev80,30400.0,2022,58400.0,electrico,automatica,125,coches.net,furgoneta
citroën,jumper,11100.0,2020,180000.0,diesel,manual,130,coches.net,furgoneta
renault,kangoo,22200.0,2021,85800.0,electrico,automatica,85,coches.net,furgoneta
citroën,jumpy,23800.0,2023,50700.0,diesel,manual,120,coches.net,furgoneta
peugeot,expert,28600.0,2022,63300.0,diesel,manual,120,coches.net,furgoneta
volkswagen,transporter,26500.0,2023,51900.0,diesel,manual,150,coches.net,furgoneta
toyota,proace,26800.0,2023,46400.0,gas,manual,120,coches.net,furgoneta
mercedes-benz,vito,15400.0,2017,176900.0,diesel,automatica,110,coches.net,furgoneta
volkswagen,transporter,28300.0,2019,174700.0,diesel,manual,110,coches.net,furgoneta
volkswagen,crafter,20400.0,2018,166200.0,diesel,automatica,140,coches.net,furgoneta
toyota,proace,28800.0,2024,19400.0,diesel,manual,115,coches.net,furgoneta
nissan,primastar,21400.0,2023,36200.0,diesel,manual,109,coches.net,furgoneta
renault,trafic,21800.0,2021,59600.0,hibrido,automatica,85,coches.net,furgoneta
ford,transit,2410000.0,2022,50000.0,diesel,manual,165,coches.net,furgoneta
hyundai,h350,21000.0,2022,89500.0,gas,manual,175,coches.net,furgoneta
opel,movano,11100.0,2016,232200.0,diesel,manual,145,coches.net,furgoneta
opel,movano,24300.0,2022,67200.0,diesel,manual,115,coches.net,furgoneta
peugeot,expert,24200.0,2022,81100.0,gas,manual,120,coches.net,furgoneta
mercedes-benz,vito,7500.0,2017,190100.0,diesel,manual,130,coches.net,furgoneta
iveco,daily,17900.0,2020,93200.0,diesel,manual,130,coches.net,furgoneta
peugeot,boxer,32000.0,2024,25000.0,hibrido,manual,140,coches.net,furgoneta
citroën,jumpy,13300.0,2018,175900.0,diesel,manual,120,coches.net,furgoneta
mercedes-benz,citan,26500.0,2020,128300.0,gasolina,manual,150,coches.net,furgoneta
toyota,proace,29100.0,2024,17800.0,diesel,manual,115,coches.net,furgoneta
mercedes-benz,sprinter,22800.0,2023,50300.0,gas,manual,90,coches.net,furgoneta
opel,vivaro,24400.0,2022,76200.0,gas,manual,180,coches.net,furgoneta
ford,transit connect,30700.0,2022,81200.0,diesel,manual,125,coches.net,furgoneta
renault,trafic,25900.0,2024,21800.0,gasolina,manual,150,coches.net,furgoneta
hyundai,h350,9900.0,2015,250200.0,gasolina,manual,136,coches.net,furgoneta
volkswagen,caddy,19700.0,2022,90900.0,gas,manual,107,coches.net,furgoneta
citroën,jumper,19900.0,2023,24100.0,diesel,manual,145,coches.net,furgoneta
peugeot,expert,25200.0,2023,50700.0,diesel,manual,145,coches.net,furgoneta
citroën,berlingo,14600.0,2021,104900.0,diesel,manual,100,coches.net,furgoneta
renault,master,15400.0,2021,129200.0,diesel,manual,135,coches.net,furgoneta
mercedes-benz,sprinter,18700.0,2018,91400.0,diesel,automatica,110,coches.net,furgoneta
iveco,daily,12200.0,2016,271400.0,diesel,manual,130,coches.net,furgoneta
iveco,daily,13900.0,2019,142800.0,diesel,manual,110,coches.net,furgoneta
volkswagen,crafter,25600.0,2024,19500.0,diesel,manual,145,coches.net,furgoneta
citroën,jumper,12900.0,2019,146300.0,diesel,automatica,155,coches.net,furgoneta
iveco,daily,22900.0,2024,15100.0,gasolina,manual,100,coches.net,furgoneta
mercedes-benz,sprinter,29100.0,2019,102500.0,diesel,manual,90,coches.net,furgoneta
nissan,nv300,12000.0,2018,162500.0,diesel,automatica,90,coches.net,furgoneta
peugeot,boxer,28300.0,2024,25100.0,diesel,manual,165,coches.net,furgoneta
citroën,jumper,18300.0,2021,86600.0,diesel,manual,140,coches.net,furgoneta
peugeot,partner,31200.0,2024,22000.0,diesel,manual,100,coches.net,furgoneta
ford,transit,28300.0,2022,63100.0,electrico,manual,170,coches.net,furgoneta
renault,trafic,16600.0,2020,97000.0,hibrido,manual,85,coches.net,furgoneta
mercedes-benz,citan,34200.0,2024,21500.0,diesel,manual,102,coches.net,furgoneta
ford,transit connect,13100.0,2016,146700.0,diesel,automatica,115,coches.net,furgoneta
ford,transit courier,32900.0,2023,65400.0,gasolina,manual,105,coches.net,furgoneta
iveco,daily,14300.0,2021,134400.0,diesel,manual,75,coches.net,furgoneta
ford,transit,11300.0,2017,201800.0,diesel,manual,105,coches.net,furgoneta
renault,kangoo,26700.0,2020,98300.0,electrico,manual,90,coches.net,furgoneta
iveco,daily,11300.0,2015,240200.0,diesel,automatica,110,coches.net,furgoneta
opel,movano,15100.0,2021,80700.0,diesel,automatica,110,coches.net,furgoneta
volkswagen,crafter,18700.0,2019,157200.0,gasolina,automatica,140,coches.net,furgoneta
iveco,daily,22200.0,2022,57700.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,vito,19300.0,2018,168100.0,diesel,manual,110,coches.net,furgoneta
renault,master,20100.0,2022,68000.0,diesel,automatica,135,coches.net,furgoneta
man,tge,29500.0,2019,183500.0,diesel,manual,140,coches.net,furgoneta
renault,kangoo,24200.0,2023,56400.0,gasolina,manual,75,coches.net,furgoneta
hyundai,staria,24700.0,2023,39000.0,electrico,manual,177,coches.net,furgoneta
volkswagen,transporter,24100.0,2018,242700.0,hibrido,manual,102,coches.net,furgoneta
citroën,berlingo,16500.0,2022,70400.0,diesel,manual,100,coches.net,furgoneta
ford,transit connect,29700.0,2021,116600.0,hibrido,manual,100,coches.net,furgoneta
fiat,ducato,11600.0,2017,228600.0,gasolina,automatica,122,coches.net,furgoneta
mercedes-benz,vito,34200.0,2021,117100.0,hibrido,manual,75,coches.net,furgoneta
ford,transit connect,12800.0,2020,166100.0,diesel,manual,100,coches.net,furgoneta
iveco,daily,3110000.0,2024,20100.0,diesel,automatica,75,coches.net,furgoneta
fiat,doblo cargo,11200.0,2016,278900.0,diesel,automatica,85,coches.net,furgoneta
citroën,jumpy,25900.0,2022,75700.0,diesel,automatica,120,coches.net,furgoneta
volkswagen,crafter,35200.0,2024,20100.0,diesel,automatica,107,coches.net,furgoneta
ford,transit,17100.0,2022,57100.0,diesel,manual,155,coches.net,furgoneta
opel,vivaro,20100.0,2023,48300.0,diesel,manual,180,coches.net,furgoneta
peugeot,partner,24000.0,2021,95500.0,gasolina,automatica,95,coches.net,furgoneta
fiat,doblo cargo,22300.0,2024,19800.0,gas,automatica,105,coches.net,furgoneta
maxus,deliver 9,20600.0,2023,36000.0,electrico,manual,115,coches.net,furgoneta
iveco,daily,29700.0,2023,36500.0,diesel,manual,120,coches.net,furgoneta
renault,master,21300.0,2021,109800.0,diesel,automatica,115,coches.net,furgoneta
citroën,jumpy,19600.0,2021,68600.0,diesel,automatica,150,coches.net,furgoneta
ford,transit,11400.0,2019,103800.0,diesel,manual,130,coches.net,furgoneta
mercedes-benz,sprinter,30700.0,2020,109900.0,diesel,manual,110,coches.net,furgoneta
citroën,jumper,19600.0,2023,46700.0,diesel,manual,145,coches.net,furgoneta
opel,movano,20100.0,2022,64600.0,diesel,manual,145,coches.net,furgoneta
ford,transit courier,9800.0,2018,225700.0,gasolina,manual,95,coches.net,furgoneta
maxus,ev80,8900.0,2016,270400.0,electrico,automatica,120,coches.net,furgoneta
opel,movano,7500.0,2018,146400.0,diesel,manual,115,coches.net,furgoneta
renault,trafic,33200.0,2023,51300.0,diesel,manual,90,coches.net,furgoneta
fiat,ducato,30600.0,2024,26400.0,diesel,manual,122,coches.net,furgoneta
peugeot,boxer,17400.0,2020,138300.0,gasolina,manual,165,coches.net,furgoneta
mercedes-benz,sprinter,19700.0,2020,108200.0,diesel,manual,140,coches.net,furgoneta
iveco,daily,28200.0,2022,79400.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,citan,26000.0,2023,30300.0,diesel,manual,130,coches.net,furgoneta
renault,master,29700.0,2022,36800.0,diesel,manual,180,coches.net,furgoneta
renault,trafic,22100.0,2021,115300.0,diesel,automatica,115,coches.net,furgoneta
volkswagen,crafter,25800.0,2018,170800.0,diesel,manual,182,coches.net,furgoneta
nissan,nv200,30300.0,2022,84700.0,electrico,manual,90,coches.net,furgoneta
ford,transit connect,18800.0,2020,140800.0,diesel,manual,100,coches.net,furgoneta
nissan,nv400,21200.0,2022,81000.0,diesel,manual,145,coches.net,furgoneta
renault,trafic,22600.0,2022,85000.0,diesel,automatica,150,coches.net,furgoneta
ford,transit,20800.0,2022,69100.0,diesel,manual,155,coches.net,furgoneta
peugeot,partner,30900.0,2024,30300.0,electrico,manual,131,coches.net,furgoneta
fiat,ducato,26500.0,2024,28800.0,diesel,manual,160,coches.net,furgoneta
maxus,ev80,25500.0,2020,94600.0,electrico,manual,125,coches.net,furgoneta
renault,trafic,18300.0,2023,59400.0,diesel,manual,115,coches.net,furgoneta
opel,combo,32700.0,2024,25900.0,diesel,manual,100,coches.net,furgoneta
fiat,ducato,10300.0,2020,101300.0,diesel,manual,135,coches.net,furgoneta
maxus,deliver 9,23400.0,2021,98100.0,electrico,automatica,120,coches.net,furgoneta
volkswagen,caddy,26400.0,2022,73000.0,diesel,manual,75,coches.net,furgoneta
opel,movano,13900.0,2018,196700.0,diesel,automatica,163,coches.net,furgoneta
mercedes-benz,vito,24000.0,2021,85300.0,diesel,automatica,120,coches.net,furgoneta
hyundai,staria,14500.0,2018,189200.0,diesel,manual,172,coches.net,furgoneta
ford,transit,25700.0,2023,54000.0,diesel,manual,130,coches.net,furgoneta
volkswagen,transporter,33000.0,2023,48300.0,diesel,manual,110,coches.net,furgoneta
renault,trafic,25500.0,2022,58700.0,gasolina,manual,145,coches.net,furgoneta
opel,movano,19500.0,2019,167200.0,diesel,manual,110,coches.net,furgoneta
fiat,scudo,30600.0,2024,21500.0,electrico,manual,145,coches.net,furgoneta
ford,transit connect,28900.0,2022,63600.0,diesel,automatica,75,coches.net,furgoneta
renault,trafic,31000.0,2020,140300.0,diesel,manual,90,coches.net,furgoneta
peugeot,expert,8100.0,2019,170300.0,diesel,manual,145,coches.net,furgoneta
peugeot,expert,15900.0,2018,243500.0,gas,manual,155,coches.net,furgoneta
toyota,proace city,13900.0,2022,95100.0,diesel,manual,100,coches.net,furgoneta
nissan,primastar,13600.0,2020,134400.0,diesel,manual,119,coches.net,furgoneta
opel,movano,24200.0,2023,38400.0,diesel,manual,168,coches.net,furgoneta
citroën,berlingo,24700.0,2023,42800.0,electrico,manual,136,coches.net,furgoneta
toyota,proace,19500.0,2023,34500.0,electrico,manual,131,coches.net,furgoneta
mercedes-benz,vito,31700.0,2022,61300.0,diesel,manual,120,coches.net,furgoneta
hyundai,staria,24200.0,2023,53100.0,gas,manual,177,coches.net,furgoneta
volkswagen,crafter,16100.0,2020,121600.0,diesel,manual,102,coches.net,furgoneta
mercedes-benz,citan,29700.0,2019,163800.0,diesel,manual,130,coches.net,furgoneta
ford,transit connect,19900.0,2020,170300.0,diesel,manual,105,coches.net,furgoneta
iveco,daily,36100.0,2024,25100.0,diesel,manual,150,coches.net,furgoneta
renault,kangoo,23200.0,2019,91600.0,electrico,manual,90,coches.net,furgoneta
man,tge,26400.0,2020,122300.0,diesel,manual,102,coches.net,furgoneta
nissan,nv400,18600.0,2020,121100.0,diesel,manual,115,coches.net,furgoneta
ford,transit courier,27300.0,2021,96800.0,gasolina,manual,100,coches.net,furgoneta
nissan,primastar,22500.0,2020,110700.0,electrico,manual,119,coches.net,furgoneta
mercedes-benz,vito,28400.0,2023,59600.0,diesel,manual,102,coches.net,furgoneta
volkswagen,crafter,27200.0,2023,47400.0,gasolina,manual,172,coches.net,furgoneta
mercedes-benz,vito,45800.0,2023,57200.0,diesel,manual,75,coches.net,furgoneta
opel,vivaro,20200.0,2019,184600.0,diesel,manual,100,coches.net,furgoneta
iveco,daily,27900.0,2021,121300.0,diesel,manual,110,coches.net,furgoneta
mercedes-benz,vito,25300.0,2023,33500.0,gasolina,manual,100,coches.net,furgoneta
iveco,daily,24200.0,2020,165800.0,diesel,manual,120,coches.net,furgoneta
renault,kangoo,38700.0,2024,17700.0,diesel,automatica,95,coches.net,furgoneta
ford,transit,10200.0,2016,269800.0,gasolina,manual,155,coches.net,furgoneta
ford,transit,11700.0,2018,162800.0,diesel,manual,170,coches.net,furgoneta
peugeot,partner,29400.0,2023,26500.0,electrico,automatica,141,coches.net,furgoneta
peugeot,partner,20000.0,2023,47900.0,gasolina,manual,110,coches.net,furgoneta
renault,kangoo,33500.0,2021,97500.0,electrico,manual,70,coches.net,furgoneta
iveco,daily,25000.0,2024,19800.0,diesel,manual,102,coches.net,furgoneta
peugeot,expert,22300.0,2020,101100.0,diesel,manual,120,coches.net,furgoneta
toyota,proace,17200.0,2018,188500.0,diesel,manual,115,coches.net,furgoneta
citroën,jumper,19700.0,2022,34900.0,diesel,manual,130,coches.net,furgoneta
peugeot,partner,14100.0,2017,269100.0,gas,manual,100,coches.net,furgoneta
peugeot,partner,32600.0,2021,92200.0,electrico,manual,136,coches.net,furgoneta
mercedes-benz,sprinter,28100.0,2022,35600.0,diesel,automatica,100,coches.net,furgoneta
fiat,doblo cargo,20200.0,2019,172500.0,diesel,automatica,90,coches.net,furgoneta
mercedes-benz,vito,42300.0,2023,36700.0,electrico,manual,102,coches.net,furgoneta
opel,combo,33600.0,2024,16900.0,diesel,manual,100,coches.net,furgoneta
volkswagen,crafter,15800.0,2019,202800.0,diesel,manual,140,coches.net,furgoneta
ford,transit courier,17500.0,2015,278900.0,hibrido,manual,80,coches.net,furgoneta
renault,master,26400.0,2022,47200.0,diesel,manual,115,coches.net,furgoneta
iveco,daily,18400.0,2023,38400.0,diesel,manual,140,coches.net,furgoneta
renault,trafic,21500.0,2024,16900.0,diesel,manual,120,coches.net,furgoneta
renault,master,38900.0,2024,17200.0,diesel,manual,175,coches.net,furgoneta
peugeot,expert,23800.0,2023,51300.0,hibrido,automatica,120,coches.net,furgoneta
maxus,deliver 9,23700.0,2023,61100.0,diesel,automatica,155,coches.net,furgoneta
hyundai,h350,34300.0,2022,64000.0,diesel,manual,165,coches.net,furgoneta
toyota,proace,14200.0,2019,184000.0,diesel,automatica,120,coches.net,furgoneta
renault,trafic,24600.0,2024,17500.0,diesel,manual,150,coches.net,furgoneta
ford,transit courier,14400.0,2016,243700.0,diesel,manual,70,coches.net,furgoneta
opel,vivaro,14600.0,2022,67100.0,diesel,manual,100,coches.net,furgoneta
ford,transit courier,34300.0,2023,38200.0,gasolina,manual,100,coches.net,furgoneta
nissan,nv400,20800.0,2021,112900.0,diesel,manual,110,coches.net,furgoneta
fiat,ducato,7500.0,2016,336400.0,diesel,manual,117,coches.net,furgoneta
peugeot,expert,30200.0,2023,56400.0,electrico,manual,150,coches.net,furgoneta
volkswagen,transporter,28300.0,2023,54100.0,diesel,manual,102,coches.net,furgoneta
volkswagen,crafter,18900.0,2022,87000.0,diesel,manual,177,coches.net,furgoneta
opel,vivaro,14500.0,2021,72800.0,diesel,manual,115,coches.net,furgoneta
volkswagen,transporter,16600.0,2021,93800.0,diesel,manual,204,coches.net,furgoneta
renault,kangoo,21800.0,2023,49600.0,hibrido,manual,95,coches.net,furgoneta
ford,transit connect,21400.0,2020,167300.0,diesel,manual,120,coches.net,furgoneta
iveco,daily,33100.0,2022,84200.0,electrico,manual,130,coches.net,furgoneta
renault,master,13200.0,2018,169900.0,diesel,manual,105,coches.net,furgoneta
man,tge,11500.0,2016,272300.0,diesel,automatica,140,coches.net,furgoneta
toyota,proace,18800.0,2020,157500.0,electrico,manual,136,coches.net,furgoneta
nissan,nv400,34400.0,2024,20000.0,electrico,manual,115,coches.net,furgoneta
volkswagen,caddy,44500.0,2023,48800.0,electrico,manual,75,coches.net,furgoneta
mercedes-benz,sprinter,41100.0,2022,76300.0,electrico,manual,110,coches.net,furgoneta
iveco,daily,9100.0,2017,197800.0,diesel,manual,102,coches.net,furgoneta
volkswagen,transporter,27300.0,2021,79500.0,diesel,manual,150,coches.net,furgoneta
peugeot,boxer,20600.0,2020,115400.0,diesel,manual,135,coches.net,furgoneta
mercedes-benz,vito,32200.0,2021,68200.0,diesel,manual,110,coches.net,furgoneta
fiat,scudo,28300.0,2024,28600.0,diesel,manual,115,coches.net,furgoneta
ford,transit courier,30500.0,2023,43800.0,gasolina,automatica,100,coches.net,furgoneta
volkswagen,crafter,25400.0,2019,134200.0,hibrido,manual,182,coches.net,furgoneta
fiat,scudo,25600.0,2024,27900.0,diesel,manual,120,coches.net,furgoneta
volkswagen,transporter,15900.0,2022,67800.0,diesel,automatica,115,coches.net,furgoneta
peugeot,expert,7500.0,2019,122200.0,diesel,manual,150,coches.net,furgoneta
nissan,nv300,26600.0,2023,46400.0,gas,manual,100,coches.net,furgoneta
ford,transit,27000.0,2023,66200.0,diesel,automatica,130,coches.net,furgoneta
volkswagen,caddy,30100.0,2022,81400.0,gasolina,automatica,114,coches.net,furgoneta
volkswagen,caddy,28000.0,2024,21000.0,hibrido,automatica,80,coches.net,furgoneta
ford,transit,20800.0,2021,116800.0,diesel,manual,125,coches.net,furgoneta
toyota,proace,21900.0,2021,88100.0,diesel,manual,145,coches.net,furgoneta
renault,kangoo,16100.0,2020,162600.0,diesel,manual,80,coches.net,furgoneta
mercedes-benz,citan,9700.0,2016,266600.0,diesel,manual,140,coches.net,furgoneta
volkswagen,crafter,19800.0,2015,208100.0,diesel,manual,177,coches.net,furgoneta
fiat,ducato,30700.0,2020,109400.0,electrico,manual,165,coches.net,furgoneta
hyundai,staria,22700.0,2022,61500.0,diesel,manual,177,coches.net,furgoneta
ford,transit connect,8700.0,2016,272500.0,electrico,manual,100,coches.net,furgoneta
fiat,doblo cargo,24300.0,2021,111700.0,diesel,automatica,85,coches.net,furgoneta
ford,transit connect,17700.0,2019,101600.0,hibrido,manual,80,coches.net,furgoneta
ford,transit,15900.0,2021,126200.0,diesel,manual,130,coches.net,furgoneta
man,tge,16500.0,2017,194400.0,diesel,manual,145,coches.net,furgoneta
peugeot,partner,24200.0,2023,50000.0,electrico,manual,131,coches.net,furgoneta
toyota,proace city,21500.0,2024,13500.0,diesel,manual,100,coches.net,furgoneta
renault,master,18000.0,2020,104600.0,gasolina,manual,110,coches.net,furgoneta
renault,kangoo,10700.0,2019,169600.0,electrico,manual,75,coches.net,furgoneta
renault,kangoo,22500.0,2023,45000.0,diesel,manual,75,coches.net,furgoneta
opel,combo,12400.0,2020,175100.0,diesel,manual,115,coches.net,furgoneta
volkswagen,transporter,23900.0,2021,68500.0,diesel,manual,102,coches.net,furgoneta
renault,kangoo,19600.0,2017,285700.0,diesel,manual,90,coches.net,furgoneta
renault,kangoo,17000.0,2020,78600.0,diesel,manual,75,coches.net,furgoneta
fiat,doblo cargo,19700.0,2020,116700.0,gasolina,manual,95,coches.net,furgoneta
ford,transit courier,16800.0,2020,101900.0,gasolina,automatica,105,coches.net,furgoneta
mercedes-benz,sprinter,17200.0,2022,77300.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,sprinter,19700.0,2020,142900.0,diesel,manual,75,coches.net,furgoneta
volkswagen,transporter,32600.0,2021,87900.0,diesel,manual,199,coches.net,furgoneta
renault,kangoo,26900.0,2021,136300.0,electrico,manual,90,coches.net,furgoneta
fiat,scudo,2760000.0,2023,40900.0,diesel,manual,120,coches.net,furgoneta
renault,kangoo,18100.0,2022,88400.0,diesel,manual,75,coches.net,furgoneta
ford,transit,24200.0,2021,88300.0,gasolina,manual,155,coches.net,furgoneta
volkswagen,transporter,26100.0,2020,140500.0,diesel,manual,110,coches.net,furgoneta
ford,transit,15200.0,2018,126800.0,hibrido,manual,150,coches.net,furgoneta
ford,transit courier,17500.0,2022,80100.0,diesel,manual,70,coches.net,furgoneta
maxus,ev80,26300.0,2023,42000.0,electrico,automatica,115,coches.net,furgoneta
volkswagen,transporter,23300.0,2019,163700.0,diesel,manual,150,coches.net,furgoneta
mercedes-benz,citan,30600.0,2024,18400.0,electrico,manual,140,coches.net,furgoneta
fiat,scudo,20100.0,2024,22800.0,diesel,automatica,125,coches.net,furgoneta
renault,master,9800.0,2015,194700.0,diesel,manual,110,coches.net,furgoneta
nissan,primastar,19200.0,2022,68500.0,diesel,automatica,109,coches.net,furgoneta
fiat,ducato,23100.0,2023,34000.0,diesel,manual,155,coches.net,furgoneta
citroën,jumper,13700.0,2019,138900.0,diesel,manual,160,coches.net,furgoneta
fiat,doblo cargo,21500.0,2023,37200.0,gasolina,manual,85,coches.net,furgoneta
toyota,proace,8500.0,2015,365000.0,diesel,manual,145,coches.net,furgoneta
